flight_no,flight_id,scheduled_departure,scheduled_arrival,departure_airport,arrival_airport,arrival_city,status,actual_departure,actual_arrival,aircraft_code,seats,book_ref,total_amount,amount,fare_conditions,ticket_no
PG0252,136131,2017-01-28T10:05:00Z,2017-01-28T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-01-28T10:07:00Z,2017-01-28T11:46:00Z,733,130,216D49,26800.00,13400.00,Economy,5432350953   
PG0252,136441,2017-02-03T10:05:00Z,2017-02-03T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-02-03T10:07:00Z,2017-02-03T11:47:00Z,733,130,8B0782,73200.00,36600.00,Business,5432350954   
PG0252,136441,2017-02-03T10:05:00Z,2017-02-03T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-02-03T10:07:00Z,2017-02-03T11:47:00Z,733,130,8B0782,73200.00,12200.00,Economy,5432350955   
PG0252,136178,2017-01-29T10:05:00Z,2017-01-29T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-01-29T10:10:00Z,2017-01-29T11:49:00Z,733,130,98DA09,48800.00,12200.00,Economy,5432350956   
PG0252,136178,2017-01-29T10:05:00Z,2017-01-29T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-01-29T10:10:00Z,2017-01-29T11:49:00Z,733,130,98DA09,48800.00,12200.00,Economy,5432350957   
PG0252,136436,2017-01-26T10:05:00Z,2017-01-26T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-01-26T10:08:00Z,2017-01-26T11:47:00Z,733,130,CE719F,48800.00,36600.00,Business,5432350958   
PG0252,136226,2017-01-30T10:05:00Z,2017-01-30T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-01-30T10:08:00Z,2017-01-30T11:48:00Z,733,130,8BC162,73200.00,12200.00,Economy,5432350959   
PG0252,136226,2017-01-30T10:05:00Z,2017-01-30T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-01-30T10:08:00Z,2017-01-30T11:48:00Z,733,130,8BC162,73200.00,12200.00,Economy,5432350960   
PG0252,136135,2017-02-01T10:05:00Z,2017-02-01T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-02-01T10:08:00Z,2017-02-01T11:48:00Z,733,130,644B40,24400.00,12200.00,Economy,5432350961   
PG0252,136181,2017-01-31T10:05:00Z,2017-01-31T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-01-31T10:05:00Z,2017-01-31T11:44:00Z,733,130,9DB20A,24400.00,12200.00,Economy,5432350962   
PG0252,136485,2017-01-27T10:05:00Z,2017-01-27T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-01-27T10:07:00Z,2017-01-27T11:47:00Z,733,130,8B920C,48800.00,12200.00,Economy,5432350963   
PG0252,136485,2017-01-27T10:05:00Z,2017-01-27T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-01-27T10:07:00Z,2017-01-27T11:47:00Z,733,130,8B920C,48800.00,12200.00,Economy,5432350964   
PG0252,136181,2017-01-31T10:05:00Z,2017-01-31T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-01-31T10:05:00Z,2017-01-31T11:44:00Z,733,130,5E4FC3,48800.00,12200.00,Economy,5432350965   
PG0252,136181,2017-01-31T10:05:00Z,2017-01-31T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-01-31T10:05:00Z,2017-01-31T11:44:00Z,733,130,5E4FC3,48800.00,12200.00,Economy,5432350966   
PG0252,136411,2017-02-04T10:05:00Z,2017-02-04T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-02-04T10:06:00Z,2017-02-04T11:46:00Z,733,130,6F505D,24400.00,12200.00,Economy,5432350967   
PG0252,136226,2017-01-30T10:05:00Z,2017-01-30T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-01-30T10:08:00Z,2017-01-30T11:48:00Z,733,130,666857,24400.00,12200.00,Economy,5432350968   
PG0252,136181,2017-01-31T10:05:00Z,2017-01-31T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-01-31T10:05:00Z,2017-01-31T11:44:00Z,733,130,D01A5B,24400.00,12200.00,Economy,5432350969   
PG0252,136226,2017-01-30T10:05:00Z,2017-01-30T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-01-30T10:08:00Z,2017-01-30T11:48:00Z,733,130,DC0E7F,24400.00,12200.00,Economy,5432350970   
PG0252,136178,2017-01-29T10:05:00Z,2017-01-29T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-01-29T10:10:00Z,2017-01-29T11:49:00Z,733,130,DC4317,24400.00,12200.00,Economy,5432350971   
PG0252,136486,2017-02-02T10:05:00Z,2017-02-02T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-02-02T10:07:00Z,2017-02-02T11:48:00Z,733,130,278A7F,24400.00,12200.00,Economy,5432350972   
PG0252,136284,2017-02-07T10:05:00Z,2017-02-07T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-02-07T10:07:00Z,2017-02-07T11:48:00Z,733,130,97DAC9,24400.00,12200.00,Economy,5432350973   
PG0252,136181,2017-01-31T10:05:00Z,2017-01-31T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-01-31T10:05:00Z,2017-01-31T11:44:00Z,733,130,683E0A,24400.00,12200.00,Economy,5432350974   
PG0252,136178,2017-01-29T10:05:00Z,2017-01-29T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-01-29T10:10:00Z,2017-01-29T11:49:00Z,733,130,EF2962,24400.00,12200.00,Economy,5432350975   
PG0252,136181,2017-01-31T10:05:00Z,2017-01-31T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-01-31T10:05:00Z,2017-01-31T11:44:00Z,733,130,7CAF8C,24400.00,12200.00,Economy,5432350976   
PG0252,136131,2017-01-28T10:05:00Z,2017-01-28T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-01-28T10:07:00Z,2017-01-28T11:46:00Z,733,130,8AD675,24400.00,12200.00,Economy,5432350977   
PG0252,136441,2017-02-03T10:05:00Z,2017-02-03T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-02-03T10:07:00Z,2017-02-03T11:47:00Z,733,130,FA45BF,24400.00,12200.00,Economy,5432350978   
PG0252,136226,2017-01-30T10:05:00Z,2017-01-30T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-01-30T10:08:00Z,2017-01-30T11:48:00Z,733,130,216681,48800.00,12200.00,Economy,5432350979   
PG0252,136226,2017-01-30T10:05:00Z,2017-01-30T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-01-30T10:08:00Z,2017-01-30T11:48:00Z,733,130,216681,48800.00,12200.00,Economy,5432350980   
PG0252,136135,2017-02-01T10:05:00Z,2017-02-01T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-02-01T10:08:00Z,2017-02-01T11:48:00Z,733,130,3EDCBF,24400.00,12200.00,Economy,5432350981   
PG0252,136226,2017-01-30T10:05:00Z,2017-01-30T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-01-30T10:08:00Z,2017-01-30T11:48:00Z,733,130,DC201F,48800.00,12200.00,Economy,5432350982   
PG0252,136226,2017-01-30T10:05:00Z,2017-01-30T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-01-30T10:08:00Z,2017-01-30T11:48:00Z,733,130,DC201F,48800.00,12200.00,Economy,5432350983   
PG0252,136226,2017-01-30T10:05:00Z,2017-01-30T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-01-30T10:08:00Z,2017-01-30T11:48:00Z,733,130,08576A,73200.00,12200.00,Economy,5432350984   
PG0252,136226,2017-01-30T10:05:00Z,2017-01-30T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-01-30T10:08:00Z,2017-01-30T11:48:00Z,733,130,08576A,73200.00,12200.00,Economy,5432350985   
PG0252,136131,2017-01-28T10:05:00Z,2017-01-28T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-01-28T10:07:00Z,2017-01-28T11:46:00Z,733,130,39E6D1,25600.00,13400.00,Economy,5432350986   
PG0252,136226,2017-01-30T10:05:00Z,2017-01-30T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-01-30T10:08:00Z,2017-01-30T11:48:00Z,733,130,63004C,74400.00,12200.00,Economy,5432350987   
PG0252,136226,2017-01-30T10:05:00Z,2017-01-30T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-01-30T10:08:00Z,2017-01-30T11:48:00Z,733,130,63004C,74400.00,13400.00,Economy,5432350988   
PG0252,136178,2017-01-29T10:05:00Z,2017-01-29T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-01-29T10:10:00Z,2017-01-29T11:49:00Z,733,130,5895F0,24400.00,12200.00,Economy,5432350989   
PG0252,136181,2017-01-31T10:05:00Z,2017-01-31T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-01-31T10:05:00Z,2017-01-31T11:44:00Z,733,130,63DD92,24400.00,12200.00,Economy,5432350990   
PG0252,136360,2017-02-05T10:05:00Z,2017-02-05T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-02-05T10:08:00Z,2017-02-05T11:48:00Z,733,130,3E0055,48800.00,36600.00,Business,5432350991   
PG0252,136441,2017-02-03T10:05:00Z,2017-02-03T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-02-03T10:07:00Z,2017-02-03T11:47:00Z,733,130,BF41F1,24400.00,12200.00,Economy,5432350992   
PG0252,136181,2017-01-31T10:05:00Z,2017-01-31T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-01-31T10:05:00Z,2017-01-31T11:44:00Z,733,130,60BF54,24400.00,12200.00,Economy,5432350993   
PG0252,136486,2017-02-02T10:05:00Z,2017-02-02T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-02-02T10:07:00Z,2017-02-02T11:48:00Z,733,130,895F46,25600.00,12200.00,Economy,5432350994   
PG0252,136131,2017-01-28T10:05:00Z,2017-01-28T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-01-28T10:07:00Z,2017-01-28T11:46:00Z,733,130,721515,97600.00,12200.00,Economy,5432350995   
PG0252,136131,2017-01-28T10:05:00Z,2017-01-28T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-01-28T10:07:00Z,2017-01-28T11:46:00Z,733,130,721515,97600.00,12200.00,Economy,5432350996   
PG0252,136131,2017-01-28T10:05:00Z,2017-01-28T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-01-28T10:07:00Z,2017-01-28T11:46:00Z,733,130,721515,97600.00,36600.00,Business,5432350997   
PG0252,136135,2017-02-01T10:05:00Z,2017-02-01T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-02-01T10:08:00Z,2017-02-01T11:48:00Z,733,130,4560B7,48800.00,12200.00,Economy,5432350998   
PG0252,136135,2017-02-01T10:05:00Z,2017-02-01T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-02-01T10:08:00Z,2017-02-01T11:48:00Z,733,130,4560B7,48800.00,12200.00,Economy,5432350999   
PG0252,136226,2017-01-30T10:05:00Z,2017-01-30T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-01-30T10:08:00Z,2017-01-30T11:48:00Z,733,130,AB9F99,24400.00,12200.00,Economy,5432351000   
PG0252,136486,2017-02-02T10:05:00Z,2017-02-02T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-02-02T10:07:00Z,2017-02-02T11:48:00Z,733,130,EC6AB1,24400.00,12200.00,Economy,5432351001   
PG0252,136411,2017-02-04T10:05:00Z,2017-02-04T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-02-04T10:06:00Z,2017-02-04T11:46:00Z,733,130,EAA8CC,24400.00,12200.00,Economy,5432351002   
PG0252,136226,2017-01-30T10:05:00Z,2017-01-30T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-01-30T10:08:00Z,2017-01-30T11:48:00Z,733,130,D9961E,50000.00,36600.00,Business,5432351003   
PG0252,136485,2017-01-27T10:05:00Z,2017-01-27T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-01-27T10:07:00Z,2017-01-27T11:47:00Z,733,130,95646D,24400.00,12200.00,Economy,5432351004   
PG0252,136441,2017-02-03T10:05:00Z,2017-02-03T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-02-03T10:07:00Z,2017-02-03T11:47:00Z,733,130,BCA9A7,48800.00,12200.00,Economy,5432351005   
PG0252,136441,2017-02-03T10:05:00Z,2017-02-03T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-02-03T10:07:00Z,2017-02-03T11:47:00Z,733,130,BCA9A7,48800.00,12200.00,Economy,5432351006   
PG0252,136135,2017-02-01T10:05:00Z,2017-02-01T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-02-01T10:08:00Z,2017-02-01T11:48:00Z,733,130,013122,25600.00,12200.00,Economy,5432351007   
PG0252,136135,2017-02-01T10:05:00Z,2017-02-01T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-02-01T10:08:00Z,2017-02-01T11:48:00Z,733,130,939EBD,48800.00,12200.00,Economy,5432351008   
PG0252,136135,2017-02-01T10:05:00Z,2017-02-01T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-02-01T10:08:00Z,2017-02-01T11:48:00Z,733,130,939EBD,48800.00,12200.00,Economy,5432351009   
PG0252,136226,2017-01-30T10:05:00Z,2017-01-30T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-01-30T10:08:00Z,2017-01-30T11:48:00Z,733,130,4F0012,25600.00,12200.00,Economy,5432351010   
PG0252,136486,2017-02-02T10:05:00Z,2017-02-02T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-02-02T10:07:00Z,2017-02-02T11:48:00Z,733,130,0106E0,48800.00,12200.00,Economy,5432351011   
PG0252,136486,2017-02-02T10:05:00Z,2017-02-02T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-02-02T10:07:00Z,2017-02-02T11:48:00Z,733,130,0106E0,48800.00,12200.00,Economy,5432351012   
PG0252,136226,2017-01-30T10:05:00Z,2017-01-30T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-01-30T10:08:00Z,2017-01-30T11:48:00Z,733,130,7244FD,48800.00,12200.00,Economy,5432351013   
PG0252,136226,2017-01-30T10:05:00Z,2017-01-30T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-01-30T10:08:00Z,2017-01-30T11:48:00Z,733,130,7244FD,48800.00,12200.00,Economy,5432351014   
PG0252,136226,2017-01-30T10:05:00Z,2017-01-30T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-01-30T10:08:00Z,2017-01-30T11:48:00Z,733,130,34DA7E,48800.00,12200.00,Economy,5432351015   
PG0252,136226,2017-01-30T10:05:00Z,2017-01-30T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-01-30T10:08:00Z,2017-01-30T11:48:00Z,733,130,34DA7E,48800.00,12200.00,Economy,5432351016   
PG0252,136226,2017-01-30T10:05:00Z,2017-01-30T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-01-30T10:08:00Z,2017-01-30T11:48:00Z,733,130,862511,24400.00,12200.00,Economy,5432351017   
PG0252,136181,2017-01-31T10:05:00Z,2017-01-31T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-01-31T10:05:00Z,2017-01-31T11:44:00Z,733,130,4A2E23,122000.00,12200.00,Economy,5432351018   
PG0252,136181,2017-01-31T10:05:00Z,2017-01-31T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-01-31T10:05:00Z,2017-01-31T11:44:00Z,733,130,4A2E23,122000.00,36600.00,Business,5432351019   
PG0252,136181,2017-01-31T10:05:00Z,2017-01-31T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-01-31T10:05:00Z,2017-01-31T11:44:00Z,733,130,4A2E23,122000.00,12200.00,Economy,5432351020   
PG0252,136135,2017-02-01T10:05:00Z,2017-02-01T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-02-01T10:08:00Z,2017-02-01T11:48:00Z,733,130,E88FCE,48800.00,12200.00,Economy,5432351021   
PG0252,136135,2017-02-01T10:05:00Z,2017-02-01T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-02-01T10:08:00Z,2017-02-01T11:48:00Z,733,130,E88FCE,48800.00,12200.00,Economy,5432351022   
PG0252,136181,2017-01-31T10:05:00Z,2017-01-31T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-01-31T10:05:00Z,2017-01-31T11:44:00Z,733,130,1A26C9,24400.00,12200.00,Economy,5432351023   
PG0252,136181,2017-01-31T10:05:00Z,2017-01-31T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-01-31T10:05:00Z,2017-01-31T11:44:00Z,733,130,C871FD,48800.00,36600.00,Business,5432351024   
PG0252,136441,2017-02-03T10:05:00Z,2017-02-03T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-02-03T10:07:00Z,2017-02-03T11:47:00Z,733,130,238F69,48800.00,12200.00,Economy,5432351025   
PG0252,136441,2017-02-03T10:05:00Z,2017-02-03T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-02-03T10:07:00Z,2017-02-03T11:47:00Z,733,130,238F69,48800.00,12200.00,Economy,5432351026   
PG0252,136441,2017-02-03T10:05:00Z,2017-02-03T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-02-03T10:07:00Z,2017-02-03T11:47:00Z,733,130,9533C6,24400.00,12200.00,Economy,5432351027   
PG0252,136135,2017-02-01T10:05:00Z,2017-02-01T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-02-01T10:08:00Z,2017-02-01T11:48:00Z,733,130,AEBD66,48800.00,12200.00,Economy,5432351028   
PG0252,136178,2017-01-29T10:05:00Z,2017-01-29T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-01-29T10:10:00Z,2017-01-29T11:49:00Z,733,130,BE1C81,24400.00,12200.00,Economy,5432351029   
PG0252,136411,2017-02-04T10:05:00Z,2017-02-04T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-02-04T10:06:00Z,2017-02-04T11:46:00Z,733,130,6D781B,24400.00,12200.00,Economy,5432351030   
PG0252,136441,2017-02-03T10:05:00Z,2017-02-03T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-02-03T10:07:00Z,2017-02-03T11:47:00Z,733,130,6A462C,97600.00,36600.00,Business,5432351031   
PG0252,136441,2017-02-03T10:05:00Z,2017-02-03T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-02-03T10:07:00Z,2017-02-03T11:47:00Z,733,130,6A462C,97600.00,12200.00,Economy,5432351032   
PG0252,136441,2017-02-03T10:05:00Z,2017-02-03T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-02-03T10:07:00Z,2017-02-03T11:47:00Z,733,130,6A462C,97600.00,12200.00,Economy,5432351033   
PG0252,136226,2017-01-30T10:05:00Z,2017-01-30T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-01-30T10:08:00Z,2017-01-30T11:48:00Z,733,130,E3AD70,48800.00,12200.00,Economy,5432351034   
PG0252,136226,2017-01-30T10:05:00Z,2017-01-30T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-01-30T10:08:00Z,2017-01-30T11:48:00Z,733,130,E3AD70,48800.00,12200.00,Economy,5432351035   
PG0252,136226,2017-01-30T10:05:00Z,2017-01-30T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-01-30T10:08:00Z,2017-01-30T11:48:00Z,733,130,A6E442,24400.00,12200.00,Economy,5432351036   
PG0252,136441,2017-02-03T10:05:00Z,2017-02-03T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-02-03T10:07:00Z,2017-02-03T11:47:00Z,733,130,DA3ACD,24400.00,12200.00,Economy,5432351037   
PG0252,136178,2017-01-29T10:05:00Z,2017-01-29T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-01-29T10:10:00Z,2017-01-29T11:49:00Z,733,130,8FFD6D,24400.00,12200.00,Economy,5432351038   
PG0252,136486,2017-02-02T10:05:00Z,2017-02-02T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-02-02T10:07:00Z,2017-02-02T11:48:00Z,733,130,954B1C,24400.00,12200.00,Economy,5432351039   
PG0252,136486,2017-02-02T10:05:00Z,2017-02-02T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-02-02T10:07:00Z,2017-02-02T11:48:00Z,733,130,C3844F,73200.00,12200.00,Economy,5432351040   
PG0252,136486,2017-02-02T10:05:00Z,2017-02-02T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-02-02T10:07:00Z,2017-02-02T11:48:00Z,733,130,C3844F,73200.00,12200.00,Economy,5432351041   
PG0252,136486,2017-02-02T10:05:00Z,2017-02-02T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-02-02T10:07:00Z,2017-02-02T11:48:00Z,733,130,C3844F,73200.00,12200.00,Economy,5432351042   
PG0252,136226,2017-01-30T10:05:00Z,2017-01-30T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-01-30T10:08:00Z,2017-01-30T11:48:00Z,733,130,CF2ABF,48800.00,12200.00,Economy,5432351043   
PG0252,136226,2017-01-30T10:05:00Z,2017-01-30T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-01-30T10:08:00Z,2017-01-30T11:48:00Z,733,130,4BFEF4,74400.00,13400.00,Economy,5432351044   
PG0252,136226,2017-01-30T10:05:00Z,2017-01-30T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-01-30T10:08:00Z,2017-01-30T11:48:00Z,733,130,4BFEF4,74400.00,36600.00,Business,5432351045   
PG0252,136411,2017-02-04T10:05:00Z,2017-02-04T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-02-04T10:06:00Z,2017-02-04T11:46:00Z,733,130,1F3044,48800.00,36600.00,Business,5432351046   
PG0252,136411,2017-02-04T10:05:00Z,2017-02-04T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-02-04T10:06:00Z,2017-02-04T11:46:00Z,733,130,EC1C52,24400.00,12200.00,Economy,5432351047   
PG0252,136322,2017-02-06T10:05:00Z,2017-02-06T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-02-06T10:11:00Z,2017-02-06T11:52:00Z,733,130,9563F2,73200.00,36600.00,Business,5432351048   
PG0252,136322,2017-02-06T10:05:00Z,2017-02-06T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-02-06T10:11:00Z,2017-02-06T11:52:00Z,733,130,9563F2,73200.00,12200.00,Economy,5432351049   
PG0252,136360,2017-02-05T10:05:00Z,2017-02-05T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-02-05T10:08:00Z,2017-02-05T11:48:00Z,733,130,0DD6C4,73200.00,12200.00,Economy,5432351050   
PG0252,136360,2017-02-05T10:05:00Z,2017-02-05T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-02-05T10:08:00Z,2017-02-05T11:48:00Z,733,130,0DD6C4,73200.00,12200.00,Economy,5432351051   
PG0252,136411,2017-02-04T10:05:00Z,2017-02-04T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-02-04T10:06:00Z,2017-02-04T11:46:00Z,733,130,13CA87,24400.00,12200.00,Economy,5432351052   
PG0252,136411,2017-02-04T10:05:00Z,2017-02-04T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-02-04T10:06:00Z,2017-02-04T11:46:00Z,733,130,EAF373,24400.00,12200.00,Economy,5432351053   
PG0252,136135,2017-02-01T10:05:00Z,2017-02-01T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-02-01T10:08:00Z,2017-02-01T11:48:00Z,733,130,E16EC4,24400.00,12200.00,Economy,5432351054   
PG0252,136135,2017-02-01T10:05:00Z,2017-02-01T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-02-01T10:08:00Z,2017-02-01T11:48:00Z,733,130,4336C2,24400.00,12200.00,Economy,5432351055   
PG0252,136411,2017-02-04T10:05:00Z,2017-02-04T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-02-04T10:06:00Z,2017-02-04T11:46:00Z,733,130,D36792,24400.00,12200.00,Economy,5432351056   
PG0252,136322,2017-02-06T10:05:00Z,2017-02-06T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-02-06T10:11:00Z,2017-02-06T11:52:00Z,733,130,D2D5FC,24400.00,12200.00,Economy,5432351057   
PG0252,136486,2017-02-02T10:05:00Z,2017-02-02T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-02-02T10:07:00Z,2017-02-02T11:48:00Z,733,130,7B18D0,48800.00,36600.00,Business,5432351058   
PG0252,136322,2017-02-06T10:05:00Z,2017-02-06T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-02-06T10:11:00Z,2017-02-06T11:52:00Z,733,130,0CE5CB,25600.00,12200.00,Economy,5432351059   
PG0252,136226,2017-01-30T10:05:00Z,2017-01-30T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-01-30T10:08:00Z,2017-01-30T11:48:00Z,733,130,510E73,24400.00,12200.00,Economy,5432351060   
PG0252,136411,2017-02-04T10:05:00Z,2017-02-04T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-02-04T10:06:00Z,2017-02-04T11:46:00Z,733,130,72D9C3,48800.00,12200.00,Economy,5432351061   
PG0252,136486,2017-02-02T10:05:00Z,2017-02-02T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-02-02T10:07:00Z,2017-02-02T11:48:00Z,733,130,597517,48800.00,12200.00,Economy,5432351062   
PG0252,136486,2017-02-02T10:05:00Z,2017-02-02T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-02-02T10:07:00Z,2017-02-02T11:48:00Z,733,130,597517,48800.00,12200.00,Economy,5432351063   
PG0252,136135,2017-02-01T10:05:00Z,2017-02-01T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-02-01T10:08:00Z,2017-02-01T11:48:00Z,733,130,C004FA,24400.00,12200.00,Economy,5432351064   
PG0252,136146,2017-02-09T10:05:00Z,2017-02-09T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-02-09T10:08:00Z,2017-02-09T11:48:00Z,733,130,9A4E9A,24400.00,12200.00,Economy,5432351065   
PG0252,136181,2017-01-31T10:05:00Z,2017-01-31T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-01-31T10:05:00Z,2017-01-31T11:44:00Z,733,130,391325,48800.00,12200.00,Economy,5432351066   
PG0252,136181,2017-01-31T10:05:00Z,2017-01-31T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-01-31T10:05:00Z,2017-01-31T11:44:00Z,733,130,391325,48800.00,12200.00,Economy,5432351067   
PG0252,136131,2017-01-28T10:05:00Z,2017-01-28T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-01-28T10:07:00Z,2017-01-28T11:46:00Z,733,130,59BEC1,24400.00,12200.00,Economy,5432351068   
PG0252,136486,2017-02-02T10:05:00Z,2017-02-02T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-02-02T10:07:00Z,2017-02-02T11:48:00Z,733,130,50B563,24400.00,12200.00,Economy,5432351069   
PG0252,136181,2017-01-31T10:05:00Z,2017-01-31T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-01-31T10:05:00Z,2017-01-31T11:44:00Z,733,130,E681C3,48800.00,12200.00,Economy,5432351070   
PG0252,136181,2017-01-31T10:05:00Z,2017-01-31T11:45:00Z,AAQ,SVO,Moscow,Arrived,2017-01-31T10:05:00Z,2017-01-31T11:44:00Z,733,130,E681C3,48800.00,12200.00,Economy,5432351071   
